-2,-2.89495E-05	
-1.98,-2.84121E-05	
-1.96,-2.80709E-05	
-1.94,-2.77268E-05	
-1.92,-2.74299E-05	
-1.9,-2.72548E-05
-1.88,-2.68305E-05
-1.86,-2.64377E-05
-1.84,-2.62538E-05
-1.82,-2.59402E-05
-1.8,-2.56342E-05
-1.78,-2.53976E-05
-1.76,-2.50843E-05
-1.74,-2.48045E-05
-1.72,-2.45473E-05
-1.7,-2.43351E-05
-1.68,-2.39967E-05
-1.66,-2.3741E-05
-1.64,-2.35247E-05
-1.62,-2.32075E-05
-1.6,-2.29866E-05
-1.58,-2.26927E-05
-1.56,-2.24921E-05
-1.54,-2.21615E-05
-1.52,-2.19251E-05
-1.5,-2.17063E-05
-1.48,-2.13716E-05
-1.46,-2.1166E-05
-1.44,-2.09449E-05
-1.42,-2.06623E-05
-1.4,-2.04144E-05
-1.38,-2.01145E-05
-1.36,-1.99182E-05
-1.34,-1.95327E-05
-1.32,-1.92617E-05
-1.3,-1.90586E-05
-1.28,-1.8738E-05
-1.26,-1.8556E-05
-1.24,-1.82771E-05
-1.22,-1.79822E-05
-1.2,-1.77318E-05
-1.18,-1.73665E-05
-1.16,-1.71063E-05
-1.14,-1.69106E-05
-1.12,-1.66165E-05
-1.1,-1.63162E-05
-1.08,-1.60834E-05
-1.06,-1.58693E-05
-1.04,-1.55104E-05
-1.02,-1.52417E-05
-1,-1.50174E-05
-0.98,-1.47398E-05
-0.96,-1.44653E-05
-0.94,-1.41517E-05
-0.92,-1.39026E-05
-0.9,-1.36501E-05
-0.88,-1.32842E-05
-0.86,-1.30301E-05
-0.84,-1.27981E-05
-0.82,-1.24651E-05
-0.8,-1.22536E-05
-0.78,-1.1919E-05
-0.76,-1.16617E-05
-0.74,-1.13553E-05
-0.72,-1.10571E-05
-0.7,-1.07402E-05
-0.68,-1.04689E-05
-0.66,-1.02008E-05
-0.64,-9.86272E-06,
-0.62,-9.57508E-06,
-0.6,-9.29034E-06,
-0.58,-9.00118E-06,
-0.56,-8.7246E-06,
-0.54,-8.44819E-06,
-0.52,-8.18753E-06,
-0.5,-7.88891E-06,
-0.48,-7.58763E-06,
-0.46,-7.31059E-06,
-0.44,-6.99715E-06,
-0.42,-6.73371E-06,
-0.4,-6.42239E-06,
-0.38,-6.12545E-06,
-0.36,-5.83486E-06,
-0.34,-5.54652E-06,
-0.32,-5.21394E-06,
-0.3,-4.87907E-06,
-0.28,-4.55513E-06,
-0.26,-4.22048E-06,
-0.24,-3.85722E-06,
-0.22,-3.47267E-06,
-0.2,-3.08004E-06,
-0.18,-2.66115E-06,
-0.16,-2.2323E-06,
-0.14,-1.79653E-06,
-0.12,-1.37459E-06,
-0.1,-9.75165E-07
-0.08,-6.04125E-07
-0.06,-2.98635E-07
-0.04,-9.57845E-08,
-0.02,-1.96732E-08,
0,-6.03968E-12,
0.02,1.31118E-08,
0.04,3.20067E-08,
0.06,5.54376E-08,
0.08,7.69672E-08,
0.1,9.35526E-08,
0.12,1.06251E-07
0.14,1.16181E-07
0.16,1.2375E-07
0.18,1.31205E-07
0.2,1.37867E-07
0.22,1.43681E-07
0.24,1.49249E-07
0.26,1.54042E-07
0.28,1.59095E-07
0.3,1.63648E-07
0.32,1.68092E-07
0.34,1.72383E-07
0.36,1.76335E-07
0.38,1.8056E-07
0.4,1.8377E-07
0.42,1.87509E-07
0.44,1.91282E-07
0.46,1.93759E-07
0.48,1.9646E-07
0.5,2.00311E-07
0.52,2.02863E-07
0.54,2.06348E-07
0.56,2.08201E-07
0.58,2.1177E-07
0.6,2.13846E-07
0.62,2.1686E-07
0.64,2.19205E-07
0.66,2.21665E-07
0.68,2.24046E-07
0.7,2.27138E-07
0.72,2.29267E-07
0.74,2.31526E-07
0.76,2.34375E-07
0.78,2.37089E-07
0.8,2.3908E-07
0.82,2.42023E-07
0.84,2.44052E-07
0.86,2.46719E-07
0.88,2.49369E-07
0.9,2.51512E-07
0.92,2.54102E-07
0.94,2.56849E-07
0.96,2.58963E-07
0.98,2.60402E-07
1,2.63418E-07
1.02,2.66704E-07
1.04,2.68627E-07
1.06,2.71387E-07
1.08,2.74957E-07
1.1,2.77162E-07
1.12,2.79573E-07
1.14,2.82538E-07
1.16,2.84305E-07
1.18,2.86042E-07
1.2,2.88814E-07
1.22,2.9154E-07
1.24,2.92313E-07
1.26,2.94616E-07
1.28,2.97322E-07
1.3,3.01642E-07
1.32,3.03197E-07
1.34,3.05442E-07
1.36,3.06668E-07
1.38,3.15316E-07
1.4,3.24537E-07
1.42,3.14479E-07
1.44,3.17443E-07
1.46,3.19995E-07
1.48,3.17066E-07
1.5,3.21761E-07
1.52,3.26487E-07
1.54,3.33712E-07
1.56,3.29983E-07
1.58,3.36418E-07
1.6,3.39066E-07
1.62,3.43127E-07
1.64,3.45208E-07
1.66,3.45649E-07
1.68,3.46928E-07
1.7,3.50955E-07
1.72,3.53922E-07
1.74,3.58238E-07
1.76,3.61675E-07
1.78,3.63326E-07
1.8,3.66803E-07
1.82,3.68138E-07
1.84,3.71941E-07
1.86,3.75528E-07
1.88,3.7944E-07
1.9,3.85122E-07
1.92,3.87866E-07
1.94,3.90995E-07
1.96,3.94371E-07
1.98,3.9917E-07
2,4.01778E-07
