0.1,0.00000009355262,9.355262E-8,-16.184741778205
0.12,0.0000001062505,1.062505E-7,-16.057466323271
0.14,0.000000116181,1.16181E-7,-15.968116517086
0.16,0.0000001237496,1.237496E-7,-15.905005667826
0.18,0.000000131205,1.31205E-7,-15.846504851406
0.2,0.0000001378674,1.378674E-7,-15.796973483286
0.22,0.0000001436806,1.436806E-7,-15.755673056455
0.24,0.0000001492491,1.492491E-7,-15.717649114843
0.26,0.0000001540421,1.540421E-7,-15.68603989527
0.28,0.0000001590951,1.590951E-7,-15.653763700317
0.3,0.0000001636476,1.636476E-7,-15.625550501551
0.32,0.0000001680923,1.680923E-7,-15.598752603649
0.34,0.0000001723829,1.723829E-7,-15.573547671571
0.36,0.0000001763346,1.763346E-7,-15.550882510417
0.38,0.0000001805601,1.805601E-7,-15.527202150605
